fid,nb_floor,nb_appart,Total Electricity Consumption (kwH),lat,long,Area in m^2,year_norm_z,kwh_residual,kwh_resid_abs,kwh_per_m2,kwh_per_appt,kwh_per_floor,resid_per_m2,if_score,is_anomaly_if,lof_score,is_anomaly_lof,ppca_mah_score,is_anomaly_ppca_mah,ocsvm_score,is_anomaly_ocsvm,hdbscan_score,is_anomaly_hdbscan,copula_score,is_anomaly_copula,fused_rank,is_anomaly_fused
1402,0.6931471805599453,1.0986122886681096,6.888572459565364,35.5348207899999,33.8972030099999,4.2383937663788585,-0.4228999466420856,3.290718847155145,4.949107535734471,1.625279018247219,6.270248868157709,9.93810932621924,0.7764070609151129,0.7140117752077683,1,2.049838241328307,1,853.1212280733295,1,2.738079528622131,1,0.8495848982993326,1,24.558206405115968,1,0.9987689393939393,1
1731,0.6931471805599453,0.6931471805599453,6.823286122355687,35.5308217899999,33.90059403,5.723878169971074,-0.4228999466420856,3.290718847155145,4.02127999033468,1.1920739609994475,9.843921051289035,9.843921051289035,0.5749107072926702,0.696774108649483,1,2.3478109483043177,1,774.0212949893653,1,1.8380609761936966,1,0.8755673629298187,1,23.988486779757977,1,0.9987689393939393,1
238,0.6931471805599453,0.6931471805599453,6.86484777797086,35.51629699,33.88447956,4.790037503398601,-0.4228999466420856,3.290718847155145,4.709236108025243,1.433151154474292,9.90388184573618,9.90388184573618,0.6869922928203239,0.6700754620923886,1,2.3699804288854054,1,895.1126904765266,1,1.322367112866345,1,0.881529928657551,1,21.127625635293068,1,0.9983901515151515,1
173,0.6931471805599453,0.6931471805599453,6.8966943316227125,35.49012638,33.89096948,4.935594204931416,-1.1924218391670918,3.290718847155145,4.699736735949523,1.3973382018991465,9.949826710759112,9.949826710759112,0.6667320509994951,0.6531908393963675,1,2.403269147535739,1,887.5158081948699,1,1.6094165164339609,1,0.8814222587498177,1,18.91037694100888,1,0.9980113636363636,1
1381,0.6931471805599453,0.6931471805599453,6.159095388491933,35.53365058,33.89748196,4.208911186702726,-1.1924218391670918,3.290718847155145,4.465139959549508,1.4633464844662087,8.885696373339394,8.885696373339394,0.7818456368363298,0.6392823176017629,1,2.123958319008859,1,750.3731566011778,1,1.1082090265582978,1,0.8534832473440354,1,17.296293239195137,1,0.9961174242424242,1
1237,1.0986122886681096,1.0986122886681096,6.891625897052253,35.5288938799999,33.8882689599999,4.141766950355076,-1.1924218391670918,3.290718847155145,4.896384912745443,1.663933770214046,6.273028226734328,6.273028226734328,0.7945205238727954,0.6720953775214348,1,1.6806303171112078,1,646.599037214078,1,0.996671272905219,1,0.7920455604631809,1,21.20634345213354,1,0.9958333333333332,1
1503,1.0986122886681096,2.3978952727983707,6.692083742506628,35.53473521,33.89735031,5.152480489612228,-0.0156274398299077,3.290718847155145,3.3754317997280077,1.2988081674444671,2.7908156867488594,6.0913971303012655,0.6386669204841185,0.6865202382470924,1,1.5734576718030937,1,357.3301290053714,1,1.5053284584249922,1,0.7752372970059169,1,18.367236809002463,1,0.9945075757575758,1
809,1.0986122886681096,1.0986122886681096,6.652863029353347,35.5297230899999,33.88929386,4.185969496520373,-1.1924218391670918,3.290718847155145,4.627025518172472,1.589324297485589,6.0556968986928705,6.0556968986928705,0.7861306323160229,0.6588738425199242,1,1.6285302151017986,1,579.7419055467014,1,0.507154858949733,1,0.7988713751651706,1,18.75387139118585,1,0.9941287878787879,1
531,0.6931471805599453,0.6931471805599453,5.948034989180646,35.53012838,33.8885053099999,4.269440130803286,-1.1924218391670918,3.290718847155145,4.212182076371431,1.393165100563557,8.581200581924957,8.581200581924957,0.7707612113853447,0.6182155883214226,1,2.0074439835549125,1,676.6123928825475,1,1.1493143206303995,1,0.8362842918110727,1,15.207155216275247,1,0.9941287878787879,1
1516,1.6094379124341005,2.3978952727983707,6.627710633659567,35.4760073699999,33.89927499,4.739866625416941,-0.4228999466420856,3.290718847155145,3.398729640119132,1.3982905337714144,2.7639700152229563,4.11802815284491,0.694264017790939,0.6536371040671366,1,1.6352686687419493,1,406.17244172202646,1,1.1465882400751926,1,0.7593625839946678,1,16.62726891369632,1,0.9940340909090907,1
10,2.70805020110221,3.49650756146648,1.3161401011966838,35.5284927599999,33.87786382,6.168309954440534,2.9215868500403963,-2.0261758895281368,4.90107992982009,0.2133712655359028,0.37641563132918776,0.4860102300396789,-0.32848152970482675,0.6080207741531111,1,2.461549566832538,1,383.9320650816995,1,2.8212302233781408,1,0.7997880752297019,1,14.052043257421664,1,0.9938446969696971,1
1258,1.6094379124341005,1.6094379124341005,6.234410725718371,35.5295903399999,33.8886643499999,4.032087451640165,-1.1924218391670918,3.290718847155145,3.8769603129053696,1.5461992827517541,3.873657180281966,3.873657180281966,0.8161328063002584,0.6636408611858845,1,1.6871310189801778,1,385.8222695968406,1,0.6687037626161474,1,0.7587915215234944,1,19.935139639676198,1,0.9938446969696969,1
1225,2.079441541679836,0.6931471805599453,4.91305921574836,35.52871152,33.8874534699999,5.607388376792881,0.4071381378692232,1.5051163290273935,1.5051163290273935,0.876176017356294,7.088046166153979,2.3626820553846595,0.26841663674600647,0.6187324027322928,1,1.532363257943933,1,216.49617160761034,1,1.9683032428638971,1,0.7351424911969392,1,15.992674313605436,1,0.990246212121212,1
1510,2.19722457733622,2.19722457733622,6.641182169740591,35.52780327,33.8862673599999,5.0400698160457456,2.2605583165504184,2.815311320244378,2.815311320244378,1.3176766219780305,3.022532261036308,3.022532261036308,0.5585857781734397,0.6351544080784052,1,1.579928437346687,1,197.30360345119522,1,0.7572088711017129,1,0.7424898428590322,1,15.61427247820213,1,0.9898674242424241,1
376,0.6931471805599453,0.6931471805599453,4.465908118654584,35.52574879,33.89237268,3.942311872843169,-1.9043027771337224,3.290718847155145,3.290718847155145,1.1328145166338148,6.442943495848729,6.442943495848729,0.8347180419244459,0.5847933705172547,1,1.5409001657717643,1,373.47645476106754,1,1.0635843185750988,1,0.7816546141556955,1,14.07718928782934,1,0.9892992424242424,1
213,0.6931471805599453,0.6931471805599453,4.46763077196603,35.5159158299999,33.87216338,5.368793533702513,-1.1924218391670918,1.970817261771387,1.970817261771387,0.8321479945020331,6.4454287592383235,6.4454287592383235,0.3670875494465589,0.6185038703448106,1,1.4685503344395514,1,221.2567158186771,1,1.4190195698489796,1,0.7545753802962022,1,16.2243449007374,1,0.9892992424242424,1
621,1.0986122886681096,1.0986122886681096,6.261491684321042,35.4876042,33.8905660499999,4.85297321985314,-0.0156274398299077,3.290718847155145,3.6831132010708307,1.2902382520278006,5.69945534826676,5.69945534826676,0.6780830427196811,0.6278435523969491,1,1.4497433341048633,1,411.42243549754676,1,0.4726821992445087,1,0.7730415632993803,1,14.177114915125118,1,0.9890151515151514,1
