fid,nb_floor,nb_appart,Total Electricity Consumption (kwH),lat,long,Area in m^2,year_norm_z,kwh_residual,kwh_resid_abs,kwh_per_m2,kwh_per_appt,kwh_per_floor,resid_per_m2,if_score,is_anomaly_if,lof_score,is_anomaly_lof,ae_score,is_anomaly_ae,ppca_mah_score,is_anomaly_ppca_mah,fused_rank,is_anomaly_fused
238,0.6931471805599453,0.6931471805599453,6.86484777797086,33.88447956,35.51629699,4.790037503398601,-0.4228999466420856,3.2803165301470054,4.686812461594567,1.433151154474292,9.90388184573618,9.90388184573618,0.6848206361264548,0.7371646730252035,1,2.684947048256741,1,0.40765776827727446,1,48273.88165685055,1,0.9954545454545454,1
173,0.6931471805599453,0.6931471805599453,6.8966943316227125,33.89096948,35.49012638,4.935594204931416,-1.1924218391670918,3.2803165301470054,4.674507899770349,1.3973382018991465,9.949826710759112,9.949826710759112,0.6646244391140312,0.739292760198433,1,2.6761903167379546,1,0.38701793584547217,1,47758.465307784885,1,0.9950757575757576,1
1503,1.0986122886681096,2.3978952727983707,6.692083742506628,33.89735031,35.53473521,5.152480489612228,-0.0156274398299077,3.2803165301470054,3.3430733766352057,1.2988081674444671,2.7908156867488594,6.0913971303012655,0.6366480255015735,0.6682519239900808,1,1.738569262236026,1,0.6464721600080048,1,1622.203765662532,1,0.9876893939393939,1
1237,1.0986122886681096,1.0986122886681096,6.891625897052253,33.8882689599999,35.5288938799999,4.141766950355076,-1.1924218391670918,3.2803165301470054,4.865865512865672,1.663933770214046,6.273028226734328,6.273028226734328,0.7920089588492617,0.7132958191003866,1,1.9218257261456702,1,0.2086148294431693,0,55419.29289984885,1,0.9837121212121211,1
1225,2.079441541679836,0.6931471805599453,4.91305921574836,33.8874534699999,35.52871152,5.607388376792881,0.4071381378692232,1.5207385542873046,1.5207385542873046,0.876176017356294,7.088046166153979,2.3626820553846595,0.2712026441009752,0.5642230359352121,0,1.6920900268718422,1,2.108866529257295,1,2712.587952999031,1,0.9835227272727274,1
1750,1.0986122886681096,0.6931471805599453,4.959426206689514,33.88883598,35.5086712,5.715133645007413,-1.1924218391670918,2.030428953994991,2.030428953994991,0.8677708195016465,7.154939594045725,4.514264274889934,0.355272348839772,0.6177861320743354,1,1.433769142707268,0,0.510340081556503,1,2228.283118021014,1,0.9797348484848485,1
529,0.6931471805599453,0.6931471805599453,3.1679614060666514,33.8971046799999,35.52882155,5.4210132693519375,-8.152543360797848,1.113986173675408,1.113986173675408,0.5843854734643307,4.570402210259986,4.570402210259986,0.20549408723520446,0.5699427783075406,0,2.065818629286577,1,1.9999067200257996,1,1167.758225049991,0,0.9797348484848484,1
272,1.6094379124341005,1.3862943611198906,6.678342114654332,33.8867163099999,35.51788674,4.823764024172099,0.4071381378692232,3.2803165301470054,3.730743413009193,1.3844670015342497,4.817405525085859,4.149487260775449,0.6800325458934541,0.6732453172207266,1,1.5843436801300026,1,0.22992497971796014,0,4801.454260534166,1,0.9791666666666666,1
1381,0.6931471805599453,0.6931471805599453,6.159095388491933,33.89748196,35.53365058,4.208911186702726,-1.1924218391670918,3.2803165301470054,4.433148803096777,1.4633464844662087,8.885696373339394,8.885696373339394,0.7793741384970434,0.7309072593686124,1,2.3572493309909284,1,0.1664907507072437,0,32876.12921309316,1,0.9776515151515152,1
376,0.6931471805599453,0.6931471805599453,4.465908118654584,33.89237268,35.52574879,3.9439513559839816,-1.9043027771337224,3.24864415801808,3.24864415801808,1.1323436106479001,6.442943495848729,6.442943495848729,0.8237028971184082,0.6941157442997323,1,1.6552430205995092,1,0.1872670737457323,0,5032.208203853763,1,0.9767045454545454,1
924,1.3862943611198906,1.3862943611198906,6.731018100482083,33.89418623,35.5124546099999,5.577777502593477,-1.9043027771337224,3.2803165301470054,3.530485101744456,1.2067562926904825,4.855403216849676,4.855403216849676,0.5881045862122987,0.6668969327384521,1,1.4932627961028648,1,0.23428943779145903,0,1870.508999070692,1,0.9740530303030304,1
809,1.0986122886681096,1.0986122886681096,6.652863029353347,33.88929386,35.5297230899999,4.185969496520373,-1.1924218391670918,3.2803165301470054,4.596917455514816,1.589324297485589,6.0556968986928705,6.0556968986928705,0.783645588644112,0.7085173390991091,1,1.8324864790827937,1,0.13956342477925335,0,38435.31011466241,1,0.9706439393939393,1
531,0.6931471805599453,0.6931471805599453,5.948034989180646,33.8885053099999,35.53012838,4.269440130803286,-1.1924218391670918,3.2803165301470054,4.180754186288713,1.393165100563557,8.581200581924957,8.581200581924957,0.7683247521097857,0.7222847862518019,1,2.2261957931755423,1,0.1349339235433392,0,21654.74931184584,1,0.9702651515151516,1
1538,1.6094379124341005,2.5649493574615367,6.627710633659567,33.8994634499999,35.47561701,6.521400854570621,-0.0156274398299077,1.7084527216641119,1.7084527216641119,1.0163016783448355,2.583953797910006,4.11802815284491,0.26197633909694684,0.6017578337456525,1,1.419424151211594,0,0.23898591932901864,0,2666.696807139557,1,0.9691287878787879,1
499,0.6931471805599453,1.0986122886681096,4.095027662189515,33.89872435,35.4817636699999,5.368162831559142,-0.0156274398299077,1.321771025537699,1.321771025537699,0.7628359628204767,3.7274548122468905,5.907876100543938,0.24622409323485456,0.5743221929511501,0,1.3494219063202528,0,0.4827020848498994,1,1992.489635837032,1,0.96875,1
34,1.791759469228055,2.3978952727983707,1.9518922207328608,33.9016950199999,35.4935423399999,6.521400854570621,0.8457654036941855,-1.945666585761657,2.8115897575781514,0.29930566518769475,0.8140022806146078,1.0893717902737223,-0.29835101830889715,0.6042676010694902,1,1.3330253427663394,0,0.29840450300460064,0,12342.347371796375,1,0.968371212121212,1
621,1.0986122886681096,1.0986122886681096,6.261491684321042,33.8905660499999,35.4876042,4.85297321985314,-0.0156274398299077,3.2803165301470054,3.665573339635684,1.2902382520278006,5.69945534826676,5.69945534826676,0.6759395491257778,0.6858353757806234,1,1.5717982072840098,1,0.14862520124971332,0,3981.065421829369,1,0.9681818181818183,1
895,1.0986122886681096,1.3862943611198906,6.648984550024776,33.8908452299999,35.53073967,5.214059831809923,-1.1924218391670918,3.2803165301470054,3.769512307261124,1.2752029636216808,4.796228518634041,6.052166554668344,0.6291290541267782,0.677530644528807,1,1.5753332846134305,1,0.14043116093486438,0,6054.144600435871,1,0.9664772727272728,1
